idx,db_id,question,gold_sql,hardness,din_sql_pred,din_sql_correct,dail_sql_pred,dail_sql_correct
759,world_1,What languages are only used by a single country with a republic government?,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.GovernmentForm  =  ""Republic"" GROUP BY T2.Language HAVING COUNT(*)  =  1",extra,SELECT Code FROM country WHERE GovernmentForm LIKE '%Republic%',False,SELECT DISTINCT cl.Language FROM countrylanguage cl JOIN country c ON cl.CountryCode = c.Code WHERE c.GovernmentForm LIKE '%Republic%' AND cl.Language NOT IN ( SELECT cl2.Language FROM countrylanguage cl2 JOIN country c2 ON cl2.CountryCode = c2.Code WHERE c2.GovernmentForm LIKE '%Republic%' GROUP BY cl2.Language HAVING COUNT(DISTINCT cl2.CountryCode) > 1 ) ORDER BY cl.Language,False
760,world_1,Find the city with the largest population that uses English.,"SELECT T1.Name ,  T1.Population FROM city AS T1 JOIN countrylanguage AS T2 ON T1.CountryCode  =  T2.CountryCode WHERE T2.Language  =  ""English"" ORDER BY T1.Population DESC LIMIT 1",hard,"select city.Name from city where city.CountryCode in (select countrylanguage.CountryCode from countrylanguage where countrylanguage.Language = ""English"") order by city.Population desc limit 1 SQL: SELECT T1.Name FROM city AS T1 WHERE T1.CountryCode IN (SELECT T2.CountryCode FROM countrylanguage AS T2 WHERE T2.Language = 'English') ORDER BY T1.Population DESC LIMIT 1",False,"SELECT c.Name, c.Population FROM city c JOIN country co ON c.CountryCode = co.Code JOIN countrylanguage cl ON co.Code = cl.CountryCode WHERE cl.Language = 'English' ORDER BY c.Population DESC LIMIT 1",True
761,world_1,What is the most populace city that speaks English?,"SELECT T1.Name ,  T1.Population FROM city AS T1 JOIN countrylanguage AS T2 ON T1.CountryCode  =  T2.CountryCode WHERE T2.Language  =  ""English"" ORDER BY T1.Population DESC LIMIT 1",hard,"SELECT T1.Name, T1.Population FROM city AS T1 JOIN countrylanguage AS T2 ON T1.CountryCode = T2.CountryCode WHERE T2.Language = 'English' ORDER BY T1.Population DESC LIMIT 1",True,SELECT T1.Name FROM city AS T1 JOIN countrylanguage AS T2 ON T1.CountryCode = T2.CountryCode WHERE T2.Language = 'English' ORDER BY T1.Population DESC LIMIT 1,False
762,world_1,"Find the name, population and expected life length of asian country with the largest area?","SELECT Name ,  Population ,  LifeExpectancy FROM country WHERE Continent  =  ""Asia"" ORDER BY SurfaceArea DESC LIMIT 1",medium,"SELECT Name, Population, LifeExpectancy FROM country WHERE Continent = 'Asia' ORDER BY SurfaceArea DESC LIMIT 1",True,"SELECT Name, Population, LifeExpectancy FROM country WHERE Continent = 'Asia' ORDER BY SurfaceArea DESC LIMIT 1",True
763,world_1,"What are the name, population, and life expectancy of the largest Asian country by land?","SELECT Name ,  Population ,  LifeExpectancy FROM country WHERE Continent  =  ""Asia"" ORDER BY SurfaceArea DESC LIMIT 1",medium,"SELECT Name, Population, LifeExpectancy FROM country WHERE Continent = 'Asia' ORDER BY SurfaceArea DESC LIMIT 1",True,"SELECT Name, Population, LifeExpectancy FROM country WHERE Continent = 'Asia' ORDER BY SurfaceArea DESC LIMIT 1",True
764,world_1,What is average life expectancy in the countries where English is not the official language?,"SELECT avg(LifeExpectancy) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" AND T2.IsOfficial  =  ""T"")",hard,SELECT AVG(LifeExpectancy) FROM country WHERE Code NOT IN ( SELECT CountryCode FROM countrylanguage WHERE Language = 'English' AND IsOfficial = 'T' ),True,SELECT AVG(c.LifeExpectancy) FROM country c WHERE c.Code NOT IN ( SELECT cl.CountryCode FROM countrylanguage cl WHERE cl.Language = 'English' AND cl.IsOfficial = 'T' ),True
765,world_1,Give the mean life expectancy of countries in which English is not the official language.,"SELECT avg(LifeExpectancy) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" AND T2.IsOfficial  =  ""T"")",hard,SELECT CountryCode FROM countrylanguage WHERE Language = 'English' AND IsOfficial = 'T',False,SELECT AVG(LifeExpectancy) FROM country WHERE Code NOT IN ( SELECT CountryCode FROM countrylanguage WHERE Language = 'English' AND IsOfficial = 'T' ),True
766,world_1,What is the total number of people living in the nations that do not use English?,"SELECT sum(Population) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"")",hard,SELECT CountryCode FROM countrylanguage WHERE Language = 'English',False,SELECT SUM(c.Population) AS total_population FROM country c WHERE c.Code NOT IN ( SELECT CountryCode FROM countrylanguage WHERE Language = 'English' AND IsOfficial = 'T' ),False
767,world_1,How many people live in countries that do not speak English?,"SELECT sum(Population) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"")",hard,SELECT CountryCode FROM countrylanguage WHERE Language = 'English',False,SELECT SUM(country.Population) AS total_population FROM country WHERE country.Code NOT IN ( SELECT CountryCode FROM countrylanguage WHERE Language = 'English' ),True
768,world_1,What is the official language spoken in the country whose head of state is Beatrix?,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.HeadOfState  =  ""Beatrix"" AND T2.IsOfficial  =  ""T""",medium,select countrylanguage.Language from countrylanguage where countrylanguage.CountryCode = country.Code and country.HeadOfState = 'Beatrix' and countrylanguage.IsOfficial = 'T' **SQL:** SELECT T1.Language FROM countrylanguage AS T1 JOIN country AS T2 ON T1.CountryCode = T2.Code WHERE T2.HeadOfState = 'Beatrix' AND T1.IsOfficial = 'T',False,SELECT cl.Language FROM country AS c JOIN countrylanguage AS cl ON c.Code = cl.CountryCode WHERE c.HeadOfState = 'Beatrix' AND cl.IsOfficial = 'T',True
769,world_1,What is the official language used in the country the name of whose head of state is Beatrix.,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.HeadOfState  =  ""Beatrix"" AND T2.IsOfficial  =  ""T""",medium,"select countrylanguage.Language from countrylanguage where countrylanguage.IsOfficial = ""T"" and countrylanguage.CountryCode = country.Code and country.HeadOfState = ""Beatrix"" **SQL:** SELECT T1.Language FROM countrylanguage AS T1 JOIN country AS T2 ON T1.CountryCode = T2.Code WHERE T1.IsOfficial = 'T' AND T2.HeadOfState = 'Beatrix'",False,SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.HeadOfState = 'Beatrix' AND T2.IsOfficial = 'T',True
770,world_1,What is the total number of unique official languages spoken in the countries that are founded before 1930?,"SELECT count(DISTINCT T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE  IndepYear  <  1930 AND T2.IsOfficial  =  ""T""",medium,select count(distinct countrylanguage.Language) from countrylanguage join country on countrylanguage.CountryCode = country.Code where countrylanguage.IsOfficial = 'T' and country.IndepYear < 1930 SQL: SELECT count(DISTINCT T1.Language) FROM countrylanguage AS T1 JOIN country AS T2 ON T1.CountryCode = T2.Code WHERE T1.IsOfficial = 'T' AND T2.IndepYear < 1930,False,SELECT COUNT(DISTINCT cl.Language) FROM countrylanguage cl JOIN country c ON cl.CountryCode = c.Code WHERE cl.IsOfficial = 'T' AND c.IndepYear < 1930,True
771,world_1,"For the countries founded before 1930, what is the total number of distinct official languages?","SELECT count(DISTINCT T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE  IndepYear  <  1930 AND T2.IsOfficial  =  ""T""",medium,select count(distinct countrylanguage.Language) from country join countrylanguage on country.Code = countrylanguage.CountryCode where country.IndepYear < 1930 and countrylanguage.IsOfficial = 'T' **SQL:** SELECT COUNT(DISTINCT T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode WHERE T1.IndepYear < 1930 AND T2.IsOfficial = 'T',False,SELECT COUNT(DISTINCT cl.Language) FROM country c JOIN countrylanguage cl ON c.Code = cl.CountryCode WHERE c.IndepYear < 1930 AND cl.IsOfficial = 'T',True
772,world_1,What are the countries that have greater surface area than any country in Europe?,"SELECT Name FROM country WHERE SurfaceArea  >  (SELECT min(SurfaceArea) FROM country WHERE Continent  =  ""Europe"")",hard,SELECT max(SurfaceArea) FROM country WHERE Continent = 'Europe',False,SELECT Name FROM country WHERE SurfaceArea > ( SELECT MAX(SurfaceArea) FROM country WHERE Continent = 'Europe' ),False
773,world_1,Which countries have greater area than that of any country in Europe?,"SELECT Name FROM country WHERE SurfaceArea  >  (SELECT min(SurfaceArea) FROM country WHERE Continent  =  ""Europe"")",hard,SELECT max(SurfaceArea) FROM country WHERE Continent = 'Europe',False,SELECT Name FROM country WHERE SurfaceArea > ( SELECT MAX(SurfaceArea) FROM country WHERE Continent = 'Europe' ),False
774,world_1,What are the African countries that have a  population less than any country in Asia?,"SELECT Name FROM country WHERE Continent  =  ""Africa""  AND population  <  (SELECT max(population) FROM country WHERE Continent  =  ""Asia"")",hard,SELECT min(Population) FROM country WHERE Continent = 'Asia',False,SELECT T1.Name FROM country AS T1 WHERE T1.Continent = 'Africa' AND T1.Population < ANY ( SELECT T2.Population FROM country AS T2 WHERE T2.Continent = 'Asia' ),False
775,world_1,Which African countries have a smaller population than that of any country in Asia?,"SELECT Name FROM country WHERE Continent  =  ""Africa""  AND population  <  (SELECT min(population) FROM country WHERE Continent  =  ""Asia"")",hard,SELECT MIN(Population) FROM country WHERE Continent = 'Asia',False,SELECT c.Name FROM country c WHERE c.Continent = 'Africa' AND c.Population < ( SELECT MIN(Population) FROM country WHERE Continent = 'Asia' ),True
776,world_1,Which Asian countries have a population that is larger than any country in Africa?,"SELECT Name FROM country WHERE Continent  =  ""Asia""  AND population  >  (SELECT max(population) FROM country WHERE Continent  =  ""Africa"")",hard,SELECT max(Population) FROM country WHERE Continent = 'Africa',False,SELECT Name FROM country WHERE Continent = 'Asia' AND Population > (SELECT MAX(Population) FROM country WHERE Continent = 'Africa'),True
777,world_1,What are the Asian countries which have a population larger than that of any country in Africa?,"SELECT Name FROM country WHERE Continent  =  ""Asia""  AND population  >  (SELECT min(population) FROM country WHERE Continent  =  ""Africa"")",hard,SELECT max(Population) FROM country WHERE Continent = 'Africa',False,SELECT T1.Name FROM country AS T1 WHERE T1.Continent = 'Asia' AND T1.Population > ( SELECT MAX(T2.Population) FROM country AS T2 WHERE T2.Continent = 'Africa' ),False
778,world_1,What are the country codes for countries that do not speak English?,"SELECT CountryCode FROM countrylanguage EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English""",hard,SELECT CountryCode FROM countrylanguage WHERE Language = 'English',False,SELECT Code FROM country WHERE Code NOT IN ( SELECT CountryCode FROM countrylanguage WHERE Language = 'English' ),False
779,world_1,Return the country codes for countries that do not speak English.,"SELECT CountryCode FROM countrylanguage EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English""",hard,SELECT CountryCode FROM countrylanguage WHERE Language = 'English',False,SELECT DISTINCT c.Code FROM country c WHERE c.Code NOT IN ( SELECT cl.CountryCode FROM countrylanguage cl WHERE cl.Language = 'English' ),False
780,world_1,What are the country codes of countries where people use languages other than English?,"SELECT DISTINCT CountryCode FROM countrylanguage WHERE LANGUAGE != ""English""",easy,SELECT DISTINCT CountryCode FROM countrylanguage WHERE Language != 'English',True,SELECT DISTINCT CountryCode FROM countrylanguage WHERE Language != 'English',True
781,world_1,Give the country codes for countries in which people speak langauges that are not English.,"SELECT DISTINCT CountryCode FROM countrylanguage WHERE LANGUAGE != ""English""",easy,SELECT DISTINCT CountryCode FROM countrylanguage WHERE Language != 'English',True,SELECT DISTINCT CountryCode FROM countrylanguage WHERE Language != 'English',True
782,world_1,What are the codes of the countries that do not speak English and whose government forms are not Republic?,"SELECT Code FROM country WHERE GovernmentForm != ""Republic"" EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English""",hard,SELECT Code FROM country WHERE GovernmentForm != 'Republic' AND Code NOT IN ( SELECT CountryCode FROM countrylanguage WHERE Language = 'English' ),True,SELECT Code FROM country WHERE Code NOT IN ( SELECT CountryCode FROM countrylanguage WHERE Language = 'English' ) AND GovernmentForm != 'Republic',True
783,world_1,Return the codes of countries that do not speak English and do not have Republics for governments.,"SELECT Code FROM country WHERE GovernmentForm != ""Republic"" EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English""",hard,SELECT Code FROM country WHERE Code NOT IN ( SELECT CountryCode FROM countrylanguage WHERE Language = 'English' ) AND GovernmentForm NOT LIKE '%Republic%',False,SELECT Code FROM country WHERE Code NOT IN ( SELECT CountryCode FROM countrylanguage WHERE Language = 'English' AND IsOfficial = 'T' ) AND GovernmentForm NOT LIKE '%Republic%',False
784,world_1,Which cities are in European countries where English is not the official language?,SELECT DISTINCT T2.Name FROM country AS T1 JOIN city AS T2 ON T2.CountryCode  =  T1.Code WHERE T1.Continent  =  'Europe' AND T1.Name NOT IN (SELECT T3.Name FROM country AS T3 JOIN countrylanguage AS T4 ON T3.Code  =  T4.CountryCode WHERE T4.IsOfficial  =  'T' AND T4.Language  =  'English'),hard,SELECT T1.Name FROM city AS T1 JOIN country AS T2 ON T1.CountryCode = T2.Code WHERE T2.Continent = 'Europe' AND T2.Code NOT IN ( SELECT T3.CountryCode FROM countrylanguage AS T3 WHERE T3.Language = 'English' AND T3.IsOfficial = 'T' ),False,SELECT DISTINCT city.Name FROM city JOIN country ON city.CountryCode = country.Code LEFT JOIN countrylanguage ON country.Code = countrylanguage.CountryCode AND countrylanguage.Language = 'English' AND countrylanguage.IsOfficial = 'T' WHERE country.Continent = 'Europe' AND countrylanguage.CountryCode IS NULL,True
785,world_1,What are the names of cities in Europe for which English is not the official language?,SELECT DISTINCT T2.Name FROM country AS T1 JOIN city AS T2 ON T2.CountryCode  =  T1.Code WHERE T1.Continent  =  'Europe' AND T1.Name NOT IN (SELECT T3.Name FROM country AS T3 JOIN countrylanguage AS T4 ON T3.Code  =  T4.CountryCode WHERE T4.IsOfficial  =  'T' AND T4.Language  =  'English'),hard,SELECT Code FROM country WHERE Continent = 'Europe' ``` 2. Countries where English is official: ```sql SELECT CountryCode FROM countrylanguage WHERE Language = 'English' AND IsOfficial = 'T' ``` 3. European countries except those where English is official: ```sql SELECT Code FROM country WHERE Continent = 'Europe' EXCEPT SELECT CountryCode FROM countrylanguage WHERE Language = 'English' AND IsOfficial = 'T' ``` **Step 4 – Final query:** Join with `city` to get city names. **Intermediate representation:**,False,SELECT DISTINCT city.Name FROM city JOIN country ON city.CountryCode = country.Code WHERE country.Continent = 'Europe' AND city.CountryCode NOT IN ( SELECT CountryCode FROM countrylanguage WHERE Language = 'English' AND IsOfficial = 'T' ) ORDER BY city.Name,True
786,world_1,Which unique cities are in Asian countries where Chinese is the official language ?,"select distinct t3.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode join city as t3 on t1.code  =  t3.countrycode where t2.isofficial  =  't' and t2.language  =  'chinese' and t1.continent  =  ""asia""",medium,SELECT DISTINCT T1.Name FROM city AS T1 JOIN country AS T2 ON T1.CountryCode = T2.Code JOIN countrylanguage AS T3 ON T2.Code = T3.CountryCode WHERE T2.Continent = 'Asia' AND T3.Language = 'Chinese' AND T3.IsOfficial = 'T',False,SELECT DISTINCT city.Name FROM city JOIN country ON city.CountryCode = country.Code JOIN countrylanguage ON country.Code = countrylanguage.CountryCode WHERE country.Continent = 'Asia' AND countrylanguage.Language = 'Chinese' AND countrylanguage.IsOfficial = 'T',False
787,world_1,Return the different names of cities that are in Asia and for which Chinese is the official language.,"SELECT DISTINCT T3.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode JOIN city AS T3 ON T1.Code  =  T3.CountryCode WHERE T2.IsOfficial  =  'T' AND T2.Language  =  'Chinese' AND T1.Continent  =  ""Asia""",medium,select distinct city.Name from city join country on city.CountryCode = country.Code join countrylanguage on country.Code = countrylanguage.CountryCode where country.Continent = 'Asia' and countrylanguage.Language = 'Chinese' and countrylanguage.IsOfficial = 'T',True,SELECT DISTINCT city.Name FROM city JOIN country ON city.CountryCode = country.Code JOIN countrylanguage ON country.Code = countrylanguage.CountryCode WHERE country.Continent = 'Asia' AND countrylanguage.Language = 'Chinese' AND countrylanguage.IsOfficial = 'T',True
788,world_1,"What are the name, independence year, and surface area of the country with the smallest population?","SELECT Name ,  SurfaceArea ,  IndepYear FROM country ORDER BY Population LIMIT 1",medium,"SELECT Name, IndepYear, SurfaceArea FROM country ORDER BY Population ASC LIMIT 1",False,"SELECT Name, IndepYear, SurfaceArea FROM country ORDER BY Population ASC LIMIT 1",False
789,world_1,"Give the name, year of independence, and surface area of the country that has the lowest population.","SELECT Name ,  SurfaceArea ,  IndepYear FROM country ORDER BY Population LIMIT 1",medium,"SELECT Name, IndepYear, SurfaceArea FROM country ORDER BY Population ASC LIMIT 1",False,"SELECT Name, IndepYear, SurfaceArea FROM country ORDER BY Population ASC LIMIT 1",False
790,world_1,"What are the population, name and leader of the country with the largest area?","SELECT Name ,  population ,  HeadOfState FROM country ORDER BY SurfaceArea DESC LIMIT 1",medium,"SELECT Population, Name, HeadOfState FROM country ORDER BY SurfaceArea DESC LIMIT 1",False,"SELECT Population, Name, HeadOfState FROM country ORDER BY SurfaceArea DESC LIMIT 1",False
791,world_1,"Give the name, population, and head of state for the country that has the largest area.","SELECT Name ,  population ,  HeadOfState FROM country ORDER BY SurfaceArea DESC LIMIT 1",medium,"SELECT Name, Population, HeadOfState FROM country ORDER BY SurfaceArea DESC LIMIT 1",True,"SELECT Name, Population, HeadOfState FROM country WHERE SurfaceArea = (SELECT MAX(SurfaceArea) FROM country)",True
792,world_1,Return the country name and the numbers of languages spoken for each country that speaks at least 3 languages.,"SELECT COUNT(T2.Language) ,  T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >  2",extra,"select country.Name, count(countrylanguage.*) from country where countrylanguage.CountryCode = country.Code group by countrylanguage.CountryCode having count(countrylanguage.*) >= 3 **SQL:** SELECT T1.Name, COUNT(*) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode GROUP BY T2.CountryCode HAVING COUNT(*) >= 3",False,"SELECT c.Name AS country_name, COUNT(cl.Language) AS number_of_languages FROM country c JOIN countrylanguage cl ON c.Code = cl.CountryCode GROUP BY c.Code, c.Name HAVING COUNT(cl.Language) >= 3 ORDER BY number_of_languages DESC",False
793,world_1,"What are the names of countries that speak more than 2 languages, as well as how many languages they speak?","SELECT COUNT(T2.Language) ,  T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >  2",extra,"select country.Name, count(countrylanguage.Language) from country where country.Code = countrylanguage.CountryCode group by countrylanguage.CountryCode having count(countrylanguage.*) > 2 **SQL:** SELECT T1.Name, COUNT(T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code = T2.CountryCode GROUP BY T2.CountryCode HAVING COUNT(*) > 2",False,"SELECT c.Name AS CountryName, COUNT(cl.Language) AS NumberOfLanguages FROM country c JOIN countrylanguage cl ON c.Code = cl.CountryCode GROUP BY c.Code, c.Name HAVING COUNT(cl.Language) > 2 ORDER BY NumberOfLanguages DESC",False
794,world_1,Find the number of cities in each district whose population is greater than the average population of cities?,"SELECT count(*) ,  District FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District",hard,SELECT AVG(Population) FROM city,False,"SELECT District, COUNT(*) AS city_count FROM city WHERE Population > (SELECT AVG(Population) FROM city) GROUP BY District",False
795,world_1,How many cities in each district have a population that is above the average population across all cities?,"SELECT count(*) ,  District FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District",hard,"SELECT District, COUNT(*) FROM city WHERE Population > (SELECT AVG(Population) FROM city) GROUP BY District",False,"SELECT District, COUNT(*) AS CityCount FROM city WHERE Population > (SELECT AVG(Population) FROM city) GROUP BY District",False
796,world_1,Find the government form name and total population for each government form whose average life expectancy is longer than 72.,"SELECT sum(Population) ,  GovernmentForm FROM country GROUP BY GovernmentForm HAVING avg(LifeExpectancy)  >  72",hard,"SELECT GovernmentForm, AVG(LifeExpectancy) AS avg_life FROM country GROUP BY GovernmentForm HAVING AVG(LifeExpectancy) > 72",False,"SELECT GovernmentForm, SUM(Population) AS TotalPopulation FROM country GROUP BY GovernmentForm HAVING AVG(LifeExpectancy) > 72",False
797,world_1,What are the different government forms and what is the total population of each for government forms that have an average life expectancy greater than 72?,"SELECT sum(Population) ,  GovernmentForm FROM country GROUP BY GovernmentForm HAVING avg(LifeExpectancy)  >  72",hard,"SELECT GovernmentForm, SUM(Population) AS TotalPopulation FROM country GROUP BY GovernmentForm HAVING AVG(LifeExpectancy) > 72",False,"SELECT GovernmentForm, SUM(Population) AS TotalPopulation FROM country GROUP BY GovernmentForm HAVING AVG(LifeExpectancy) > 72",False
798,world_1,Find the average life expectancy and total population for each continent where the average life expectancy is shorter than 72?,"SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72",hard,"SELECT Continent, AVG(LifeExpectancy) AS avg_life, SUM(Population) AS total_pop FROM country GROUP BY Continent HAVING AVG(LifeExpectancy) < 72",False,"SELECT Continent, AVG(LifeExpectancy) AS avg_life_expectancy, SUM(Population) AS total_population FROM country GROUP BY Continent HAVING AVG(LifeExpectancy) < 72",False
799,world_1,"What are the different continents and the total popuation and average life expectancy corresponding to each, for continents that have an average life expectancy less than 72?","SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72",hard,"SELECT Continent, SUM(Population) AS total_population, AVG(LifeExpectancy) AS avg_life_expectancy FROM country GROUP BY Continent HAVING AVG(LifeExpectancy) < 72",False,"SELECT Continent, SUM(Population) AS total_population, AVG(LifeExpectancy) AS average_life_expectancy FROM country GROUP BY Continent HAVING AVG(LifeExpectancy) < 72",False
800,world_1,What are the names and areas of countries with the top 5 largest area?,"SELECT Name ,  SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5",medium,"SELECT Name, SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5",True,"SELECT Name, SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5",True
801,world_1,Return the names and surface areas of the 5 largest countries.,"SELECT Name ,  SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5",medium,"SELECT Name, SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5",True,"SELECT Name, SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5",True
802,world_1,What are names of countries with the top 3 largest population?,SELECT Name FROM country ORDER BY Population DESC LIMIT 3,medium,SELECT Name FROM country ORDER BY Population DESC LIMIT 3,True,SELECT Name FROM country ORDER BY Population DESC LIMIT 3,True
803,world_1,Return the names of the 3 most populated countries.,SELECT Name FROM country ORDER BY Population DESC LIMIT 3,medium,SELECT Name FROM country ORDER BY Population DESC LIMIT 3,True,SELECT Name FROM country ORDER BY Population DESC LIMIT 3,True
804,world_1,What are the names of the nations with the 3 lowest populations?,SELECT Name FROM country ORDER BY Population ASC LIMIT 3,medium,SELECT Name FROM country ORDER BY Population ASC LIMIT 3,True,SELECT Name FROM country ORDER BY Population ASC LIMIT 3,True
805,world_1,Return the names of the 3 countries with the fewest people.,SELECT Name FROM country ORDER BY Population ASC LIMIT 3,medium,SELECT Name FROM country ORDER BY Population ASC LIMIT 3,True,SELECT Name FROM country ORDER BY Population ASC LIMIT 3,True
806,world_1,how many countries are in Asia?,"SELECT count(*) FROM country WHERE continent  =  ""Asia""",easy,SELECT COUNT(*) FROM country WHERE Continent = 'Asia',True,SELECT COUNT(*) FROM country WHERE Continent = 'Asia',True
807,world_1,Count the number of countries in Asia.,"SELECT count(*) FROM country WHERE continent  =  ""Asia""",easy,SELECT COUNT(*) FROM country WHERE Continent = 'Asia',True,SELECT COUNT(*) FROM country WHERE Continent = 'Asia',True
808,world_1,What are the names of the countries that are in the continent of Europe and have a population of 80000?,"SELECT Name FROM country WHERE continent  =  ""Europe"" AND Population  =  ""80000""",easy,SELECT Name FROM country WHERE Continent = 'Europe' AND Population = 80000,True,SELECT Name FROM country WHERE Continent = 'Europe' AND Population = 80000,True
809,world_1,Give the names of countries that are in Europe and have a population equal to 80000.,"SELECT Name FROM country WHERE continent  =  ""Europe"" AND Population  =  ""80000""",easy,SELECT Name FROM country WHERE Continent = 'Europe' AND Population = 80000,True,SELECT Name FROM country WHERE Continent = 'Europe' AND Population = 80000,True
810,world_1,What is the total population and average area of countries in the continent of North America whose area is bigger than 3000 ?,"select sum(population) ,  avg(surfacearea) from country where continent  =  ""north america"" and surfacearea  >  3000",easy,"SELECT SUM(Population), AVG(SurfaceArea) FROM country WHERE Continent = 'North America' AND SurfaceArea > 3000",False,"SELECT SUM(Population) AS total_population, AVG(SurfaceArea) AS average_area FROM country WHERE Continent = 'North America' AND SurfaceArea > 3000",False
811,world_1,Give the total population and average surface area corresponding to countries in North America that have a surface area greater than 3000 .,"select sum(population) ,  avg(surfacearea) from country where continent  =  ""north america"" and surfacearea  >  3000",easy,"SELECT SUM(Population), AVG(SurfaceArea) FROM country WHERE Continent = 'North America' AND SurfaceArea > 3000",False,"SELECT SUM(Population), AVG(SurfaceArea) FROM country WHERE Continent = 'North America' AND SurfaceArea > 3000",False
812,world_1,What are the cities whose population is between 160000 and 900000?,SELECT name FROM city WHERE Population BETWEEN 160000 AND 900000,easy,SELECT Name FROM city WHERE Population BETWEEN 160000 AND 900000,True,SELECT Name FROM city WHERE Population BETWEEN 160000 AND 900000,True
813,world_1,Return the names of cities that have a population between 160000 and 900000 .,select name from city where population between 160000 and 900000,easy,SELECT Name FROM city WHERE Population BETWEEN 160000 AND 900000,True,SELECT Name FROM city WHERE Population BETWEEN 160000 AND 900000,True
814,world_1,Which language is spoken by the largest number of countries?,SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1,hard,"SELECT Language, COUNT(DISTINCT CountryCode) AS num_countries FROM countrylanguage GROUP BY Language",False,SELECT Language FROM countrylanguage GROUP BY Language ORDER BY COUNT(DISTINCT CountryCode) DESC LIMIT 1,True
815,world_1,Give the language that is spoken in the most countries.,SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1,hard,SELECT Language FROM countrylanguage GROUP BY Language ORDER BY COUNT(DISTINCT CountryCode) DESC LIMIT 1,True,SELECT Language FROM countrylanguage GROUP BY Language ORDER BY COUNT(DISTINCT CountryCode) DESC LIMIT 1,True
816,world_1,What is the language spoken by the largest percentage of people in each country?,"SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode",medium,"SELECT T1.CountryCode, T1.Language, T1.Percentage FROM countrylanguage AS T1 WHERE T1.Percentage = ( SELECT MAX(T2.Percentage) FROM countrylanguage AS T2 WHERE T2.CountryCode = T1.CountryCode )",False,"SELECT cl1.CountryCode, cl1.Language, cl1.Percentage FROM countrylanguage cl1 WHERE cl1.Percentage = ( SELECT MAX(cl2.Percentage) FROM countrylanguage cl2 WHERE cl2.CountryCode = cl1.CountryCode ) ORDER BY cl1.CountryCode",False
